R2_06M	R3_06M	R4_06M	R5_06M	R6_06M	R2_12M	R3_12M	R4_12M	R5_12M	R6_12M	R2_24M	R3_24M	R4_24M	R5_24M	R6_24M	R2_48M	R3_48M	R4_48M	R5_48M	R6_48M	R2_72M	R3_72M	R4_72M	R5_72M	R6_72M
LP_002135	-9391.07305608954	-4294.995736795	-12169.0030816325	2803.18965566067	-13545.0444025166	19535.0690663637	28182.0641667372	-12020.8876865006	-13831.8007900311	-13126.5299672403	30231.9758128385	19841.1068034576	-7418.29667698184	21265.1244518867	-13264.7902055818	-6879.35317599075	-11571.3702135378	53913.291710817	-9302.41618005683	-5432.58128426419	-11006.2938504387	-10286.5552077219	40424.1732499574	-5011.07818493057	34227.0140520218
PP_043801	7498.07292877378	-5230.97449828241	4064.29671870482	3133.25681701946	-12442.772708087	368.052474227832	-4045.86073602261	18305.0910016699	2053.1085961387	-14130.5361001866	-5209.73999362005	-1026.06564312893	11957.1766722816	2674.57507027564	-9791.05925341105	-2355.66874552855	-8245.72826245465	6433.46612350715	-19337.9822683486	-9642.57439596793	-11393.7428276924	-7241.24763469506	6939.4375541865	-3397.94393579627	-3879.76638866074
LP_001159	2090.12795105914	-5677.64442875901	-3050.36896697298	-3132.82405715546	-3163.01491338059	-3271.34410896244	12.4778338634569	-6343.51952211817	-4891.33475208403	-4119.03792618715	1497.75978373566	99.3387198766686	-9479.99589349327	-2804.74416496342	-4660.62842563423	743.333598456073	-758.00651621314	-2089.10190192032	-1171.19463118714	-3090.78509291655	5103.68009016846	2858.28034958722	5176.21161745892	-79.7220840772607	-3406.63536127385
LP_001082	5557.00330626676	3485.82277086822	9575.96597927744	-732.386739952573	-484.374480590886	-1768.54430722754	-200.94275408411	-3592.8729129861	-4380.2000691528	-9189.71780905859	1842.13263379166	-4567.80640152322	-5168.82073985502	-2410.81412119793	-9005.28083759548	6236.70649140552	-7925.49543154657	-286.560066294172	-2904.16525226539	-8797.92918708621	881.612523338779	-2007.46708728497	4396.92178615131	-3959.95268143358	-5337.14823014111
LP_28563	-3314.32999763117	-11713.5842175414	-8410.09635372907	-18050.4968133569	-7986.06959634507	-9226.95852328728	2612.62666478452	-10370.1707368503	-13803.4475162709	-1527.46471758469	3135.13154920955	8809.61942298104	-13455.1207525308	-13230.9150750477	-1396.40787671622	7151.06733836744	18889.834322019	-5703.95906964518	-5795.48999666213	-636.353153607321	16825.4177779453	19225.7254452765	8512.92844111063	10205.3558128271	6777.92782147523
PP_054361	5926.17191280579	-1078.22515111436	-5289.46959335657	17347.5831936693	-12600.5131167854	5009.67191490161	10210.896755054	18627.2055975928	-5775.19954138836	-13703.2290846246	20125.5366925764	1663.61325375247	18338.8232508598	16469.6851476362	-10644.0558312128	-7434.53592525391	-6673.53553394518	19109.5055189827	-7965.42044360188	13935.8100048132	-13929.8737466346	-12817.9753754342	24253.2776602661	-8426.22585381541	933.659322116426
LN_005041	-92333.5422228813	-99252.61729161	56818.3991829095	-27046.8219414843	-141069.236681075	-97207.5385818598	-148300.232948794	39355.7713817956	-7102.95613491797	30309.8012467894	-154959.922352555	-88518.4192507428	23927.1574194735	-47700.7214070772	24061.9018032376	47667.3764640993	-133621.727291235	-9765.79706236508	13154.2743337363	-6419.38090711337	37341.4206246642	-97581.7260888582	48705.3444362064	33330.2828025874	9790.75000996579
LP_34061	138707.79158941	138209.306189593	100321.664853727	113676.11189746	214817.516412882	166653.874742044	193463.160026849	169269.572868133	234835.082999997	223065.672987678	166438.977779219	194584.20760979	303579.637525631	237509.382440772	225335.877224201	-210412.065678203	-145410.141749381	110506.163222425	-96881.7771926215	-223740.410505757	-437199.565089334	-382356.628349457	-235467.657711507	-402324.9113176	-392416.725397322
LP_27237	119372.544793435	276520.367680843	284798.398306707	-214059.352210955	106778.491823139	-113350.151715772	138929.687377737	-15191.0047556229	-58671.9513701578	-112435.091235267	74981.4927463736	120172.928013647	-279042.145610596	-379274.68677107	-188325.156489753	55458.8639536551	-47313.6379344438	-185820.836399237	73267.3103147149	-187030.939370363	-133535.634126225	-148145.749681411	-312897.379889844	-118329.653050164	-341124.553294982
LP_002468	-82702.4697352889	-108199.879235461	-107982.016387873	-104530.646266657	-31602.0295221267	-88246.6946102577	-50663.8082017319	-149875.261997642	-50012.739062152	9669.1911718577	-70823.3246515771	-25885.6700273608	-153991.655409843	-75009.1870900821	38670.4393427413	-6118.01729315403	109292.55212523	-137289.768244125	68689.2251414859	124149.543780894	249202.697447142	118709.522410134	-12890.9606861499	191831.89490093	156273.531177172
LP_001959	236481.46331931	437588.937629318	952462.570969917	410610.756967341	1022509.05099644	117532.466974945	143626.357045946	768878.576882964	562833.577093606	534452.704601226	291066.115609839	208400.5077007	912936.121123689	348697.372313112	520365.906183926	-409704.55321959	-368752.238401426	342978.841377364	-270586.174043365	-411398.702763568	-1080491.09611656	-926891.572020835	-378932.587106795	-1094405.5834372	-1014205.69676844
LP_22845	4324.87963166158	5169.60850378534	3279.19331711143	-4234.81679888133	-1304.11395420415	-3095.84642087598	4271.76132069395	-1164.9697408804	-4864.38773593664	-4932.6079556694	5371.21169081561	2201.12747118225	-1357.38451109833	-2771.01407409641	-3590.17293246951	4375.52989407968	-3821.56311703946	2396.99546665122	-2062.27770176064	-5053.90743504835	-400.597402259735	-2623.46916809184	-338.134106691426	-3876.32942806874	-5666.29054998264
LN_000764	-6155.52550357243	-11373.3432742516	-6892.90554676171	-13095.5001533315	-18846.2087617653	-14888.2786373836	-10510.8734778771	-15819.2275260037	-7694.11906971206	8820.89861358018	-9198.96865247489	-8699.47286413878	-17908.188565479	-8851.40514024815	5479.26642403389	-1947.23540621643	175.222231518524	-21710.2760919582	-976.713638567464	6041.43694385558	36277.7948897219	9718.71470486294	-4416.41341420492	20961.9273378618	1297.62277492659
LP_30223	47697.8547914238	139283.33810354	83686.8614651069	53684.4032175269	130177.003798854	22062.2985240811	31557.3727814287	-28302.9443278588	21446.4220907125	-4188.39716658334	-40193.4323239316	-60042.8378367886	-68683.0611978484	-65021.9663611299	-66870.9824370901	-56881.0701400529	-77005.7334594125	-90276.9581371637	28906.738011311	-79320.1045907124	-111308.08331017	-97444.1024698008	-112144.376283909	-56557.6689918913	-117200.258068011
LP_28871	-195513.28655933	-249538.547640903	-307327.299630102	-215731.426114116	-186992.400624297	-191581.436303588	-243616.804175432	-332120.262786846	-130667.319971545	-160129.119735997	-247165.360236004	-170977.031151215	-372311.134530462	-151555.201420619	-99058.5703794755	222660.98760681	140440.739952214	-192891.613392878	329822.573843904	189953.821591821	478016.37111809	261013.07322349	126099.472808469	461046.504997059	231952.608575835
LP_009365	-88221.5662212544	-114942.706745603	-99274.8617428853	-125562.273025337	-76334.9083663136	-103983.990959681	-96080.2267893656	-121335.631550075	-103852.446679727	-34406.1279007076	-91905.3078202263	-66392.8133312639	-138789.348687366	-105514.788119477	-29267.5268106632	-10457.0706376655	21602.1943212792	-121041.30556288	32715.6262526633	101135.586383748	342542.473825325	169007.588407425	-24527.1635724421	383470.30886943	248850.672478578
LP_20797	1617.69837733333	-15961.3300914983	-41562.6754080385	-44960.0203596067	-23138.126951195	-14949.3329813431	13850.9101548118	-55807.4531132185	-30826.474507896	-19522.8214808654	1309.69429311321	18413.0686186723	-52433.8126069759	-30368.7846809098	-1318.44007140427	30024.9920719186	59495.0289139463	-27885.7624886719	9511.31674447798	12713.369330494	31475.7900557868	57368.126559678	10891.7808160025	41549.2858212512	29283.9841778886
LP_003326	3236.05195258185	1675.06612395347	2143.60201419906	-4019.91629671835	-3124.36391220741	-2633.26348371504	-735.786633637374	-4504.91067071672	-4175.98399972019	-5729.27314245448	-219.779184024508	-2994.13297058262	-5176.73468044843	-3495.59354209731	-7380.70471679646	7909.95224676086	-4846.98819970716	160.633954070414	2146.17299841319	-5061.41617270055	1468.89611526047	-760.375274118851	2320.93021231571	-1691.20275246224	-3459.1014429473
LP_001805	-30558.4632679328	1098.34128849761	84410.129567563	66791.4316229199	-23900.7606508114	18133.8167652579	40053.7282661218	-19541.0048016128	-74582.5216964925	-75736.694861743	30762.0485507053	14894.0882075182	14772.0261849809	83291.8450326966	-92105.8468711261	-16400.050592711	-81982.3453843606	148549.73310927	2193.27101842908	-18177.0033172176	10025.5090661267	-88470.8815349403	97800.5942189705	14034.4018983168	132278.079920247
LN_001333	-14697.9460355367	-16753.1428967429	509.270681213915	-11506.4628810526	-25096.246228663	-18765.0914555526	-15740.7127156306	-9006.51597084517	-10211.8011164748	1705.37585521422	-17437.790088853	-14235.2186459911	-12433.0469211707	-14582.1685175809	-4724.59219298662	3015.19508129333	-7649.81810809257	-10110.7406042084	-5388.60390633536	3358.34705665729	9143.11003107173	-2308.60692796413	7850.63695284121	14380.2234959135	11608.5328220194
LP_25476	-3267.39234086902	-9220.11210050511	-11276.0845906255	-5793.64655258898	-8098.76509177587	-3048.97833281377	3861.81731250065	-7270.2966390401	-6103.26518419808	-4899.49075803377	2088.66922064248	5006.24317015917	-9084.45353309677	-3194.43943910779	1905.79400671231	-8069.48678234249	14804.3072421781	-5535.56329900454	-1900.46818782635	12929.2832832818	16842.0835164225	16543.5371968753	5622.58098272088	20361.7349866915	24138.2111053522
PN_027714	-395.153290191069	-4500.5830283718	-7576.47445877967	-5197.45098419999	-7806.7322809898	11294.9714098247	4144.25138136093	298.228116333725	3261.61242453559	-7397.30007877257	2052.41602266795	2833.05946221755	752.778263924431	8487.68525987515	-5693.65106645695	-5554.8763565186	-3230.58665063808	3083.57080348103	-6119.55824563202	7452.85250913447	-5737.96743050543	4073.63531120782	2854.7637955224	6057.42941377758	1593.34185067129
LP_36950	-7031.96071951146	-5191.70172598862	-7844.81412705734	-974.990607723445	-7778.50953608998	12113.072262209	18520.8375507298	-7128.52103652644	-7703.40537934521	-7350.8554556547	29255.4733664286	15457.6747802837	-4307.81656542856	10653.6605014205	-7195.77905444269	-6091.88171947969	-5452.18462828968	48664.961779539	-6613.18558494771	-2266.53679950235	-6906.59304694279	-5182.08009175153	37958.9017093819	-4116.85501077822	36205.3979633087
LN_000788	-2017.54492310016	-5542.25155666657	-6287.51083207476	-7410.60329680742	-8691.04633237749	-6523.11037785508	-2888.95631692302	-9036.90883346357	-5103.64722920906	-736.829696743267	-3104.06689578982	-3962.75070430657	-9865.40456695317	-4795.74220372925	1526.55659282459	-29.2949002415589	632.477909342368	-8071.25443938728	2170.72832531965	-712.968741756549	11511.7726138157	6540.36785499183	-271.977376182598	15036.4131964372	7078.24100507842
LP_32844	114364.270752593	237160.553009072	281765.396324354	78622.2848260539	91192.9281065243	48947.6325982063	98123.0872856522	176519.453436184	-27671.1612563345	-24301.7168724957	45728.0539329707	2908.70603147647	124137.832417534	-28082.2797242364	-12217.511658659	-89981.859130724	-79106.270108646	4305.74360491202	-111537.140327874	-98856.7421094429	-185317.269867573	-147593.25068243	-129969.244220038	-183448.6895424	-158962.443953839
LP_002523	-23045.3396842644	-85241.3831102193	-87534.489630335	-93778.1870090403	-3350.84547867987	-83895.2610776129	30632.7385510198	-107672.72344723	-65640.9252184913	8227.92063675792	18405.9754906612	9587.58841048903	-145713.237691597	-81333.0012625124	22640.662980032	51908.7290750617	52391.7623932953	-58018.6773670269	-26796.5861699539	46045.5409038736	142333.300767365	78737.7862708457	79357.858182859	158843.213542558	125837.042010876
LP_003730	37860.7266564368	23777.5408631004	199098.015792702	31796.6569815261	201393.153340916	62392.0564773185	51181.4690315555	148199.763517834	107166.600360878	132118.25968792	47840.4043282876	76627.302442903	155343.12206061	69656.3312199067	132069.831004834	-31984.9736160531	-54372.546958112	147114.446471525	-27814.4237302939	-88682.7182999059	-227424.31831177	-165696.226708859	-59599.7945566387	-192291.530113169	-220158.283747874
LP_22580	-3002.46743646514	-10258.6836657289	-16867.6416418775	-11432.527628317	-8861.57122216919	-11345.1367744792	5337.41894611135	-16360.9540688033	-5872.49746131177	4726.45408892451	10524.5251585453	4034.76473803975	-19869.4559443702	-2712.02367818947	6637.28153308138	1227.13370394288	19253.2811407305	-16007.2629839	11868.6664060041	12637.9465920383	19765.6692322573	10275.598750621	-3981.27838645709	28513.8787510261	32744.2841795657
LP_20366	-695512.664053502	-813612.63829495	-594341.546151916	-461013.923279526	-78835.0882671112	-763316.401922337	-624029.024885292	-697739.027083786	-113691.454633597	235163.917554912	-654788.084974649	-458130.881422218	-780408.925533802	-146125.061485891	297469.952460581	123998.456154115	386877.100338692	-562763.265947904	626303.649189083	608284.868338631	984802.30273187	506327.786764792	46135.4876611866	1332011.97999404	762942.627890486
LN_16761	1335.72385780256	1242.76358636306	2097.6787961478	-1053.14184623068	-5576.33041889032	145.197485343131	-1846.87983818924	-3804.8161492135	640.582680031637	-217.1742189427	-3253.3436691223	-2430.72073730493	-4772.25465801751	-1916.67518657669	-2161.14639169808	3997.63725465597	-3286.29263637231	-4152.91382143548	4006.62736739801	-1713.68861317743	1285.54064235866	-2751.35857679416	-2527.81410164194	1256.597736504	-2738.69747756924
LP_21506	-3137.1032396603	-24097.7033606751	-18713.7316967534	13960.3600584989	7942.70810255532	4796.24021850889	-8832.97764433181	-4944.38683975819	20294.5276603812	18440.6150425236	-11743.1947631137	14503.9395763558	-4524.16140014071	30501.0582977229	30029.3839156568	-9456.55170936315	13771.3505529288	-3751.85903262971	-9779.38157076299	18913.7772205354	-26576.799945919	11953.6341869479	16216.8787558361	-7618.78065681277	-86.0916858590062
LP_28102	-12816.7570239451	-15778.4154994734	-18378.6898935146	-17935.1423548778	-9231.45654885444	-7359.17420660961	-14023.3671018956	-18669.6193087615	-9525.7789479857	-9675.01123453593	-12851.4767896219	-7928.20311962589	-20144.2955041501	-9925.79964460281	-5229.89595615646	18424.3923013933	12240.3237625889	-6845.28626568514	26524.8316312282	12098.8653991061	27558.0439077989	20208.1670841009	10115.8046048433	21171.5390768864	8273.36359751094
LP_34206	454401.71269941	609522.290919446	1098893.694127	391956.173509507	685815.996049505	138945.057318702	372987.558115019	835142.853615298	293718.746385881	232389.091725791	331330.580502828	123866.403111271	609006.965752826	112916.323064529	177877.464445787	-511775.887829442	-567431.296331217	194753.858422244	-356782.589830473	-516055.083158004	-1001482.72806882	-878579.198788351	-683447.935183713	-930040.783262275	-920430.955181934
LP_35310	210553.34253253	474761.976756379	456500.769713686	180825.288136614	417517.021340355	123123.818107686	318759.396569621	444786.907740194	295412.309695087	255632.896086371	223586.846504387	126615.390630415	399563.008293806	64124.6343053298	149582.304857598	-332946.090797344	-310727.012931604	67257.7646583664	-279571.531766019	-305472.198654586	-534175.638673993	-491997.828421089	-395740.951506554	-523336.785911568	-502950.675590083
PP_046921	32666.854693372	-227133.609874586	-495128.9385442	-129054.261723165	-506809.821258907	60753.9067011715	-439205.798521881	-512187.50763711	-232259.977688828	-166375.38166988	-240970.004331633	-374091.398764196	-371816.701759211	-110407.45510962	-275525.473325954	686744.189109235	-9069.63516148226	-355371.549879127	350455.995633814	-356.509893644135	1332333.263167	472941.337620297	254790.366302557	850172.587877692	571895.062063366
LP_002058	211172.685819009	342781.304744882	697717.798549801	358760.202043065	590589.620816957	161817.58451211	259604.292850376	516895.809907116	467477.65959025	411099.861936431	148609.736543372	132850.080944533	664724.259041522	260389.301355331	362399.909162693	-250372.490770514	-283954.775116543	324322.450331644	-264238.617768833	-283464.056432753	-852632.693027043	-660921.77868314	-333427.77838109	-827784.913864385	-775012.664178514
PP_049919	70502.0722460254	-71746.5606655815	-111724.662010864	109003.427977045	-89378.9267405668	78241.5436601071	5029.6035935253	-23536.0040761273	-6524.19850107748	81269.6463977357	108853.772729092	23715.6766220962	-32244.7966647788	-31144.8890118896	-55970.9151720972	265788.150025034	195574.303660529	-121290.191506145	89114.6983826705	-82844.9350022803	99954.0885998635	283839.416550559	3722.59838502359	275060.218341953	75467.2135318755
LP_002036	24257.6558012159	-68757.1374281237	34151.5330635663	73728.269729712	279676.056074144	100362.561944254	-139937.643213648	109463.206726963	246567.931112766	427226.757049001	-71573.9177920518	134633.473217198	82589.0844368383	234721.726290625	450113.017472051	159191.412445364	147358.489856472	356650.897558854	235058.123769439	121250.842011651	-584065.5205368	-170270.207457832	-64433.123509411	-323005.637006994	-449576.734950544
